name,servings,ingredients,directions,type,calories,cholesterol,fat,carbohydrates,fiber,sugars,protein,calcium,iron,vitamin_a,vitamin_c,vitamin_d,folate
Stove Top Green Chile Chicken Enchiladas,6 Servings,"['1 tablespoon olive oil', '2/3 onion, chopped', '1/4 cup flour', '2 1/2 cups diced green chilies', '2 cups chicken broth (low-sodium)', '2 cups cooked, shredded chicken breast', '1/2 teaspoon garlic powder', '1 tablespoon cornstarch', '8 corn tortillas (6 inch)', '1 1/2 cups extra-sharp cheddar cheese, finely shredded']","['Heat the oil in a medium saucepan.', 'Saute the chopped onion in the oil. Add the flour and cook for 1 minute.', 'Add the chilies, chicken broth, chicken and garlic powder. Simmer uncovered for 5 minutes.', 'Mix the cornstarch into about 1/4 cup of cold water until all the lumps are gone. Add to the chile and chicken mixture. Cook for 2 more minutes.', 'Tear the tortillas into strips and divide into thirds. Add them to the pan and cook until they are hot, stirring with a spoon from time to time.', 'Sprinkle the cheese over the enchiladas. Cover the pan and cook until the cheese has melted. Serve immediately.']",Main,342,75 mg,15 g,27 g,4 g,3 g,26 g,276 mg,3 mg,85 mcg RAE,35 mg,0 mcg,82 mcg DFE
Stovetop Tamale Pie,4 servings,[],"['Prepare Chili:\n1. Cook beef in hot skillet until lightly browned. Drain off fat.\n2. Stir in remaining ingredients. Bring to a boil.\n3. Reduce heat, cover, and simmer 10 minutes.', 'Prepare Tamale Pie:\n1. Place chili in a 10-inch skillet. Stir in corn. Heat thoroughly.\n2. As chili heats, mix cornmeal and salt with water in a sauce pan. Cook over medium heat, stirring constantly until thickened, about 2 minutes.\n3. Spread cornmeal mixture over hot chili to form a crust. Sprinkle with chili powder.\n4. Cover and cook over low heat, with lid slightly ajar, until topping is set, about 10 minutes.', 'Optional - Top with light sour cream, or low-fat yogurt.']",Main,362,37 mg,8 g,51 g,12 g,5 g,24 g,72 mg,7 mg,68 mcg RAE,6 mg,0 mcg,183 mcg DFE
Stuffed Bell Peppers,5 Servings,"['5 bell peppers (red, orange, yellow, or green)', '1 pound ground beef, 90% lean', '3/4 cup brown rice', '1/2 can diced tomatoes, low-sodium', '3 tablespoons lemon juice', '1/4 teaspoon cinnamon', '1/4 teaspoon allspice', '1/4 teaspoon ground black pepper']","['1. Cut a circular hole in the tops of the bell peppers. Remove seeds and membrane and set aside.\n2. In a large bowl, combine remaining ingredients and stir until completely mixed. Fill the bell peppers with meat mixture.\n3. Place the stuffed bell peppers in large stock pot on stove, with the tops facing up. Add 1-inch water to bottom of pot and cover.\n4. Place heat on medium, keeping covered for 30-40 minutes until rice is done. Serve.\n ']",Main,277,57 mg,8 g,29 g,4 g,4 g,21 g,48 mg,3 mg,24 mcg RAE,102 mg,0 mcg,25 mcg DFE
Stuffed Green Peppers,4 servings,"['4 green pepper (large, washed)', '1 pound turkey, ground, 85% lean', '1 cup rice, uncooked', '1/2 cup onion (peeled and chopped)', '1 1/2 cups tomato sauce, unsalted', 'ground black pepper (to taste)']","['1. Cut around the stem of the green peppers. Remove the seeds and the pulpy part of the peppers.\n2. Wash, and then cook green peppers in boiling water for five minutes. Drain well.\n3. In saucepan, brown turkey. Add rice, onion, 1/2 cup tomato sauce and black pepper.\n4. Stuff each pepper with the mixture and place in casserole dish.\n5. Pour the remaining tomato sauce over the green peppers.\n6. Cover and bake for 30 minutes at 350 degrees.\n ']",Main,461,84 mg,15 g,55 g,5 g,10 g,26 g,97 mg,4 mg,87 mcg RAE,135 mg,0 mcg,168 mcg DFE
Stuffed Summer Squash,4 Servings,"['2 summer squash', '3 cups cooked brown rice', '1 cup diced tomatoes', '1 cup squash pulp (from summer squash listed above)', '1 cup white beans, drained and rinsed', '1 tablespoon fresh basil', '4 tablespoons Parmesan cheese']","['1. Wash and cut squash in half, lengthwise. Remove the large seeds.\n2. Steam the squash, skin side down, in a small amount of water in a fry pan or skillet until slightly tender (but not mushy).\n3. Scoop out a good amount of pulp (1 cup), place in a bowl and mix with stuffing (brown rice through Parmesan cheese).\n4. Place the squash shells in a baking dish. Stuff the squash with the stuffing mixture.\n5. Top with grated Parmesan cheese. Bake at 350°F for about 30 minutes.']",Main,287,3 mg,3 g,55 g,9 g,6 g,12 g,147 mg,3 mg,200 mcg RAE,29 mg,0 mcg,90 mcg DFE
Summer Vegetable Spaghetti,9 servings,"['2 cups onions (small, yellow, cut into eighths)', '2 cups tomatoes (chopped, peeled, fresh, ripe, about 1 lb)', '2 cups squash (thinly sliced yellow and green, about 1 lb)', '1 1/2 cups green beans (cut fresh, about 1/2 lb)', '2/3 cup water', '2 tablespoons parsley (fresh, minced)', '1 clove garlic (minced)', '1/2 teaspoon chili powder', '1/4 teaspoon salt', 'black pepper (to taste)', '1 can tomato paste (6 oz, no salt added)', '1 pound spaghetti (uncooked)', '1/2 cup Parmesan cheese (grated)']","['1. Combine first 10 ingredients in large saucepan. Cook for 10 minutes, then stir in tomato paste. Cover and cook gently, 15 minutes, stirring occasionally until vegetables are tender.', '2. Cook spaghetti in unsalted water according to package directions.', '3. Spoon sauce over drained hot spaghetti and sprinkle Parmesan cheese over top.']",Main,255,3 mg,3 g,48 g,5 g,7 g,11 g,102 mg,3 mg,58 mcg RAE,18 mg,0 mcg,171 mcg DFE
Sure to Please Baked Eggs & Cheese,4 servings,"['1 tablespoon oil', '6 eggs', '1/2 cup non-fat milk', '1/2 cup low-fat cheese (grated)', '1 teaspoon garlic powder', '1 1/2 teaspoons oregano']","['1. Preheat oven to 350 degrees.', '2. Put oil in a medium baking dish or small cake pan and heat in the oven for a few minutes.', '3. In a bowl, beat eggs. Mix in remaining ingredients. Pour into hot pan.', '4. Bake 20 minutes or until eggs are firm. Serve immediately.', '* 4 eggs and 4 egg whites may be used instead of 6 eggs to reduce fat and cholesterol (nutrient analysis reflects this modification).']",Main,163,249 mg,11 g,3 g,0 g,2 g,13 g,140 mg,1 mg,133 mcg RAE,0 mg,2 mcg,35 mcg DFE
Surf's Up Tacos,6 Servings,"['1 can tuna (6.5 oz or 5 oz)', '1 can kidney beans (15.5 oz can) (rinsed and drained)', '1 can mexi-corn or canned corn (drained)', '1/3 cup mayonnaise, light', '2 tablespoons taco seasoning', '2 tablespoons lime juice or juice from one lime', '2 cups lettuce, shredded', '1 1/2 cups cheddar cheese, reduced-fat', '1/2 cup salsa', '12 whole grain tortillas or hard taco shells']","['1. In a medium bowl, flake tuna with fork. Stir in beans, corn, mayonnaise, taco seasoning*, and lime juice.', '2. Place lettuce, cheese, and salsa in separate bowls.', '3. Place tortillas or taco shells on microwave safe plate. Microwave on HIGH for 1 minute.**', '4. To eat, layer tuna mixture, lettuce, and cheese on tortilla. Top with salsa.']",Main,388,38 mg,16 g,42 g,8 g,5 g,22 g,281 mg,2 mg,,5 mg,,48 mcg DFE
Sweet Potato Pancakes with Balsamic Maple Mushrooms,4 Servings,[],"['Microwave sweet potatoes until soft; let cool. Peel and mash potatoes, using an electric mixer.', 'Add milk, egg, and vegetable oil to potatoes; mix. Sift together dry ingredients and add to potato mixture. Mix on low until just blended.', 'Heat non-stick skillet or griddle over medium heat; coat skillet with cooking spray.', 'Use 1/4 cup of batter per pancake, ladling into hot skillet.Wait until pancake bubbles and looks slightly dry on top before flipping over.', 'While pancakes are cooking, heat 1 tbsp vegetable oil in another skillet (do not use non-stick) over medium flame.', 'Add quartered mushrooms and toss coat with oil. Let simmer, stirring occasionally, until juices run.', 'Add maple syrup and balsamic vinegar to pan. Let simmer until sauce reduces and thickens.', 'To serve, stack 2-3 pancakes, alternating with balsamic maple mushrooms.']",Main,420,50 mg,12 g,70 g,7 g,29 g,12 g,300 mg,3 mg,868 mcg RAE,15 mg,1 mcg,40 mcg DFE
Taco Salad,6 servings,"['3 cups lettuce (Use butterhead or any other head of lettuce, torn into small pieces)', '2 tomatoes (chopped, fresh)', '1/2 cup green pepper (chopped)', '16 ounces ground turkey or ground beef', '1 onion (small, chopped)', '1 can pinto beans (15 1/2 ounce, drained)', '3/4 cup salsa (or taco sauce)']","['Wash hands with soap and water.', 'Put lettuce in large bowl. Add tomatoes and green pepper.', 'Brown meat and onion in fry pan. Drain off fat and liquid.', 'Mix meat, beans and salsa. Add to salad mixture.', 'Serve with additional salsa. Refrigerate leftovers.']",Main,249,69 mg,8 g,19 g,6 g,3 g,26 g,67 mg,3 mg,90 mcg RAE,22 mg,0 mcg,128 mcg DFE
Taco Salad II,4 servings,"['1/4 pound lean ground beef', '1 1/2 cumin, ground (1 1/2 teaspoons, optional)', '1 tablespoon chili powder', '1 cup kidney or pinto beans (cooked)', '1/2 head of lettuce (torn)', '1 onion (small, diced)', '2 tomatoes (large, cut up)', '1/2 cup cheddar cheese (shredded)', '2 cups light tortilla chips (broken)', '1/2 cup yogurt, non-fat', '1/2 cup salsa, chunky']","['1. Prepare dressing in mixing yogurt and salsa, then set aside.', '2. Brown ground beef and drain any fat; add beans, cumin and chili powder and heat through.', '3. Toss lettuce, tomatoes, onion and cheese in large bowl.', '4. Spoon on meat and bean mixture and top with broken tortilla chips.', '5. Offer dressing on the side.', '6. Refrigerate leftovers within two hours.']",Main,366,34 mg,13 g,46 g,8 g,9 g,20 g,269 mg,4 mg,131 mcg RAE,17 mg,0 mcg,107 mcg DFE
Taco Soup,10 servings,"['1 pound ground beef (90% lean)', '2 cans diced tomatoes (14.5 ounces each)', '3 cups corn (2-15.5 ounce cans, rinsed and drained)', '2 cans red kidney beans (15.5 ounces each, rinsed and drained)', '1 1/2 teaspoons chili powder', '3/4 teaspoon cumin powder', '3/4 teaspoon garlic powder', '1/3 cup water']","['1. Cook meat in a pot over medium heat until brown.', '2. Put meat in a strainer to drain fat. Rinse with hot water.', '3. Mix all the ingredients in a pot and cook on low for an hour.']",Main,265,28 mg,5 g,39 g,10 g,5 g,19 g,64 mg,5 mg,24 mcg RAE,13 mg,0 mcg,151 mcg DFE
Tastee Burgers,8 servings,"['1 1/4 cups lentils', '3 cups water', '1 cup onion (chopped)', '1 cup carrot (grated)', '3 cups bread crumbs (fresh)', '1 egg', '1 teaspoon garlic powder', '1/2 teaspoon oregano (crumbled leaf)', '1/2 teaspoon salt', '3 tablespoons margarine', '4 ounces cheddar cheese (sliced)']","['Place lentils in a colander, rinse in cold water and drain.', 'In a medium saucepan, bring water to a boil. Add lentils, reduce heat to low, cover and cook for 15 minutes.', 'Add onion and carrots. Cook 15 minutes more or until lentils are tender.', 'Remove from heat and cool slightly.', 'Stir in bread crumbs, egg, garlic powder, oregano and salt.', 'Melt margarine in large skillet. Drop lentil mixture by rounded 1/2 cupfuls into hot margarine. Flatten mounds into patties and cook until firm and golden brown on both sides.', 'Top each patty with a thin slice of cheese.', 'Serve immediately.', 'Refrigerate leftovers within two hours.']",Main,378,38 mg,12 g,50 g,9 g,6 g,18 g,210 mg,5 mg,225 mcg RAE,4 mg,0 mcg,232 mcg DFE
Tasty Chicken and Veggie Packets,4 servings,"['4 chicken breast (boneless and skinless)', '1/4 red onion (julienned)', '1 carrot (julienned)', '1 red pepper (julienned)', '1 celery stalk (julienned)', '1/2 zucchini (julienned)', '1 clove garlic (minced)', '2 tablespoons basil (fresh, chopped)', 'thyme (fresh springs, optional)', 'parsley (chopped, optional)', 'ginger (minced, optional)', '2 teaspoons olive oil', '4 teaspoons lemon juice (freshly squeezed (1 Tablespoon + 1 teaspoon))', 'salt (to taste, optional)', 'pepper (to taste, optional)']","['Wash hands with soap and water.', 'Preheat oven to 400 degrees F.', 'Cut four large rectangles of parchment paper or aluminum foil and fold in half; unfold.', 'Place each chicken breast in a large square of foil or parchment paper and season with salt and pepper.', 'Top chicken with your choice of vegetables and seasonings.', 'Drizzle each packet with ½ teaspoon oil and 1 teaspoon lemon juice.', 'Fold the parchment paper or foil in half and then crimp around the edges tightly in 1/4-inch folds to create a half moon shape.', 'Using a spatula, transfer the packets to a baking sheet. Bake until the chicken is cooked to an internal temperature of 165 degrees F, about 20 minutes, depending the thickness of the chicken breast.']",Main,184,83 mg,6 g,6 g,2 g,3 g,27 g,26 mg,1 mg,189 mcg RAE,46 mg,0 mcg,35 mcg DFE
Tasty Fish and Veggie Packets,4 servings,"['4 cod fillets (4 ounce each, can also use tilapia, sole, hake, flounder, or other white fish)', '1/4 red onion (or scallions)', '1 carrot', '1 red pepper', '1 celery stalk', 'zucchini (optional)', 'Roma tomatoes (optional)', '1/2 fennel bulb', '1 clove garlic', '2 tablespoons parsley (chopped)', 'thyme (fresh springs, optional)', 'basil (chopped, optional)', 'ginger (minced, optional)', '2 teaspoons olive oil', '4 teaspoons lemon juice', 'salt (to taste, optional)', 'pepper (to taste, optional)']","['Wash hands with soap and water.', 'Preheat oven to 400 degrees F.', 'Cut four large rectangles of parchment paper or aluminum foil and fold in half; unfold.', 'Put each fish fillet in a large square of parchment paper and season with salt and pepper.', 'Top fish with your choice of vegetables and seasonings.', 'Drizzle each packet with ½ teaspoon oil and 1 teaspoon lemon juice.', 'Fold the parchment paper or foil in half and then crimp around the edges tightly in 1/4-inch folds to create a half moon shape.', 'Using a spatula, transfer the packets to a baking sheet. Bake until the fish is cooked to an internal temperature of 145 degrees F, about 10-12 minutes, depending the thickness of the fish.']",Main,142,47 mg,3 g,7 g,2 g,4 g,21 g,43 mg,1 mg,210 mcg RAE,49 mg,1 mcg,40 mcg DFE
Teriyaki Lettuce Wraps,6 Servings,"['1/4 cup water', '1 tablespoon cornstarch', '1/2 cup teriyaki sauce, reduced sodium', '1 pound ground turkey, 85% lean (or thinly sliced)', '1 cup water chestnuts, chopped', '1 tablespoon cooking oil', '6 iceberg lettuce leaves']","['1. Mix the water, cornstarch, and teriyaki sauce.\n2. Add meat and water chestnuts.\n3. Heat oil in a skillet or heavy saucepan and add meat mixture; stir until cooked through.\n4. Serve in a lettuce leaf.']",Main,191,54 mg,11 g,8 g,1 g,4 g,14 g,33 mg,2 mg,20 mcg RAE,1 mg,0 mcg,9 mcg DFE
Terrific Bean Taco,8 servings,"['1 onion (small, chopped)', '2 teaspoons vegetable oil', '2 cups refried beans', '8 taco shells (or flour tortillas, wheat or white)', '1/4 head of lettuce (chopped)', '2 tomatoes (chopped)', '1 cup cheese (shredded)', 'taco sauce (optional)']","['1. Stir fry chopped onion in vegetable oil.', '2. Stir in refried beans. Heat thoroughly.', '3. Spread refried bean mixture in taco shell or on tortilla.', '4. Sprinkle with shredded cheese, lettuce, chopped tomatoes and taco sauce, as desired.']",Main,185,15 mg,9 g,19 g,4 g,2 g,8 g,152 mg,2 mg,105 mcg RAE,8 mg,0 mcg,78 mcg DFE
Tex-Mex Skillet,8 Servings,"['1/2 medium head lettuce', '1 medium green bell pepper', '1 large tomato', '1 small jalapeno pepper', '1 medium red onion', '2 cloves garlic', '2 ounces low-fat cheddar cheese', '1 can of black beans (no salt added)', '1 pound lean ground beef (turkey or chicken)', '2 2/3 cups frozen corn', '1/2 cup water', '3/4 teaspoon chili powder', '1 teaspoon salt', '1/4 teaspoon ground cumin', '8 whole wheat flour tortillas (6 inch)', 'dash ground black pepper']","['Rinse lettuce, bell pepper, tomato, and jalapeño. Rinse and peel onion. Peel garlic.', 'Chop or shred lettuce into bite size pieces. Mince garlic. Halve the jalapeño and bell peppers. Remove seeds with the tip of a knife. Dice peppers.', 'Over a small bowl, grate tomato and onion using the coarse side of a box grater. Collect all pulp and juices.', 'Grate cheddar cheese.', 'In a colander, drain and rinse beans.', 'In a large skillet over medium-high heat, cook meat, bell pepper, and garlic, until meat is lightly browned. Drain to remove fat.', 'Stir in frozen corn, beans, water, and spices. Bring mixture to a boil. Lower heat and cover. Simmer for 10 minutes, or until most liquid is gone.', 'While meat mixture is simmering, make a salsa. Add jalapeño and a pinch of salt to the grated tomato and onion. Stir and set aside.', 'Divide the meat mixture evenly among the 8 tortillas. Top each with grated cheese, salsa, and lettuce. Roll up and serve.']",Main,250,30 mg,5 g,31 g,12 g,3 g,20 g,60 mg,2 mg,40 mcg RAE,18 mg,0 mcg,124 mcg DFE
Thai Pineapple and Chicken,4 Servings,"['4 cups cooked brown rice (regular or instant)', '2 tablespoons peanut or canola oil, divided', '1 pound boneless, skinless chicken breast, cut into 1"" cubes', '2 cloves garlic, minced', '1 red bell pepper, cut into chunks', '1 medium onion, cut into chunks', '2 cups cut broccoli florets and stems', '2 cups fresh pineapple chunks', '1 fresh lime, divided', '1 tablespoon Thai fish sauce', '2 tablespoons Thai chili sauce', '1/4 cup chopped cilantro']","['Cook rice according to package directions.', 'Heat 1 Tbsp oil in a large skillet. Add cubed chicken, stir fry 4-5 minutes until chicken is done. Remove from skillet.', 'Heat remaining oil. Add garlic and cook one minute.', 'Add bell pepper, onion and broccoli; cook 5 minutes.', 'Add pineapple; cook an additional 3-4 minutes.', 'Return chicken to skillet and stir in juice from ½ lime, fish sauce, chili sauce and cilantro. Cook 1 more minute.', 'Serve over brown rice with lime wedges.']",Main,511,70 mg,12 g,69 g,9 g,14 g,34 g,,,119 mcg RAE,156 mg,0 mcg,110 mcg DFE
The Bosnian Pot,10 Servings,"['2 1/4 pounds beef, cubed', '1 head cabbage', '2 1/2 carrots (can use 2-3)', '3 1/2 tomatoes, large', '3 1/2 potatoes, large', '2 medium onions', '2 garlic cloves, sliced (or more)', '2 green peppers', '1/2 tablespoon cooking oil', '1/2 tablespoon vinegar', 'salt and pepper (to taste, optional)']","['1. Dice all the vegetables.\n2. Combine with the meat and seasonings in a large pot.\n3. Add enough water to completely cover the mixture and add the oil and vinegar.\n4. Cook, covered, for two to three hours on low heat until everything is well done.']",Main,296,64 mg,6 g,36 g,7 g,8 g,26 g,84 mg,4 mg,163 mcg RAE,90 mg,0 mcg,88 mcg DFE
Three Sisters Soup,8 Servings,"['1 1/2 tablespoons vegetable oil', '3/4 cup diced carrot', '1 cup chopped onion', '4 cloves garlic, minced or 1 teaspoon garlic powder', '2 cups diced summer or winter squash (fresh or frozen)', '1 1/2 cups corn (fresh or frozen) or a 15-oz can (drained and rinsed)', '1 1/2 cups cooked beans (any type) or a 15-oz can (drained and rinsed)', '1 can (14.5 ounces) diced tomatoes or 2 cups diced fresh', '3 cups low-sodium broth (any type)', '1 teaspoon cumin', '1/4 teaspoon black pepper']","['Wash hands with soap and water.', 'Heat oil in a large pan on medium heat. Add carrot and onion and saute until onions have begun to turn slightly brown, about 8 to 10 minutes.', 'Add garlic, squash and corn and continue to stir for another 3 to 4 minutes.', 'Add beans, tomatoes, broth, cumin and pepper.', 'Allow soup to come to a boil and then turn heat down to a simmer until all vegetables are tender to taste (15 to 30 minutes, depending on the vegetables used).']",Main,137,0 mg,4 g,24 g,6 g,6 g,5 g,61 mg,2 mg,,14 mg,,
Three Sisters Stew,6 Servings,"['1/2 pound ground beef', '1 cup onions, diced', '3 cups water', '3 cups red potatoes, cubed (or 1 1/2 cans, about 24 ounces, low-sodium sliced potatoes, drained)', '2 tomatoes, diced (or 1 can, about 15 ounces, low-sodium diced tomatoes, drained)', '1 can (15 ounces) low-sodium tomato sauce', '1/2 cup frozen corn kernels (or 1/4 can, about 4 ounces, low-sodium whole kernel corn, drained)', '1/2 cup yellow squash, diced (or 1/4 can, about 4 ounces, low-sodium sweet potatoes, drained and diced)', '1/2 cup green squash, diced (or 1/4 can, about 4 ounces, low-sodium carrots, drained)', '1/2 can (about 8 ounces) low-sodium kidney beans, drained', '1/2 can (about 8 ounces) low-sodium vegetarian beans', '1/4 cup quick cooking oats', '2 cloves garlic, finely chopped', '1/4 teaspoon black pepper', '1/4 teaspoon salt']","['In a small skillet, brown ground beef and onions over medium to high heat for 8 to 10 minutes. Drain fat.', 'In a large pot, combine cooked ground beef, water, and red potatoes.', 'Bring the pot to a boil and cook for 15 minutes.', 'Add all the other ingredients to the pot and bring to a boil. Lower heat and simmer for about 25 minutes.']",Main,298,26 mg,6 g,48 g,9 g,7 g,17 g,71 mg,3 mg,43 mcg RAE,18 mg,0 mcg,72 mcg DFE
Tic Tac Toe Veggie Pizza,4 Servings,"['1 medium carrot', '1/2 red bell pepper', '1 medium summer squash', '4 whole wheat pita rounds (about 6"" diameter)', '3/4 cup reduced-sodium pasta sauce', '4 sticks reduced-fat string mozzarella string cheese']","['Place rack in middle of oven and pre-heat oven to 400 °F.', 'For Xs, cut carrot and bell pepper into small sticks about 2 inches long. For Os, cut summer squash into 12 slices. For grid, pull apart each cheese stick to make 4 strips.', 'Place pita rounds on baking sheet and spread pasta sauce on each.', 'Let kids build tic tac toe pizzas with cheese and vegetables.', 'Bake about 10 minutes or until cheese is bubbling.']",Main,294,5 mg,5 g,56 g,9 g,6 g,12 g,91 mg,3 mg,205 mcg RAE,48 mg,0 mcg,67 mcg DFE
Tofu with Broccoli,4 Servings,"['1 pound firm tofu', '4 teaspoons vegetable oil', '2 cloves garlic (peeled and minced)', '2 scallions (green and whites chopped)', '1 head broccoli (broken into florets, stems chopped)', '1/4 cup water', '1 tablespoon low-sodium soy sauce', '1/2 teaspoon Crushed red pepper flakes', '1 tablespoon Chopped fresh cilantro (or basil leave)']","['Put the tofu on a cutting board and cut it in half and then cut each half into 4 equal pieces.', 'Put 2 layers of paper towel on a cutting board and put the tofu on top. Let drain at least 20 minutes (and up to 2 hours).', 'Place a skillet over medium heat and when hot, add 2 teaspoons oil.  Add the tofu, one piece at a time, and cook until golden, about 3 minutes per side. Remove the tofu to a plate and set aside.', 'Reheat the skillet and when it is hot, add remaining 2 teaspoons oil. Add garlic and scallions and cook until just golden, about 2 minutes. Add the broccoli and water and raise the heat to high. Cook until the broccoli is tender, about 4 minutes.', 'Return the tofu to the pan and add the remaining ingredients. Stir well.   ', 'Serve with a side of brown rice. ']",Main,151,0 mg,10 g,8 g,3 g,2 g,12 g,269 mg,3 mg,32 mcg RAE,68 mg,0 mcg,73 mcg DFE
Tomato and Garlic Omelet,1 serving,"['1/2 slice bread (whole wheat)', '1/2 teaspoon olive oil', '1 garlic clove (finely chopped)', 'cooking spray (as needed, nonstick)', '3/4 cup egg substitute', '2 tablespoons mozzarella cheese (part skim, grated)', '1 tomato (large, chopped)', '1 teaspoon basil (dried)']","['1. Preheat oven to 300°F.', '2. Cut the bread into cubes; toss with oil and garlic in a small bowl. Spread the cubes in a single layer on a baking sheet and toast in the oven for 15 to 25 minutes, or until golden brown, tossing once or twice. Transfer to a plate to cool.', '3. Spray a medium pan with nonstick cooking spray and heat over medium-high heat. Pour in egg substitute.', '4. When the egg begins to set, spread evenly across the bottom of the pan and reduce the heat to low.', '5. Once the top layer of egg is almost cooked, sprinkle the cheese and basil on top and scatter the tomatoes and bread over half of the omelet; fold the unfilled omelet half over the filling. Slide the omelet on a plate and serve.']",Main,225,8 mg,6 g,19 g,4 g,9 g,26 g,313 mg,6 mg,119 mcg RAE,27 mg,3 mcg,68 mcg DFE
Tomato Basil and Bean Pasta Salad,12 servings,"['1 pound ziti pasta (or bow tie pasta)', '2 tablespoons vegetable oil', '1/4 cup vinegar', '2 teaspoons Dijon mustard', '1/4 teaspoon ground black pepper', '1 cup fresh basil leaves (chopped)', '3 tomatoes (large, coarsely chopped)', '1 cup kidney beans (cooked or canned drained, or try garbanzo beans or black beans)', '1 mozzarella cheese (1 cup, or provolone cheese, cubed or shredded, optional)', '1 walnuts (1/2 cup chopped, optional)']","['Cook pasta according to package directions. Drain and cool.', 'In a small mixing bowl, whisk together vegetable oil, vinegar, Dijon-style mustard and pepper to make vinaigrette.', 'In a large mixing bowl, combine pasta, beans, basil and tomatoes. Pour vinaigrette over top and toss together. Cover and chill at least 1 hour.', 'If desired, add nuts and cheese just before serving, tossing again to combine.']",Main,212,,3 g,37 g,4 g,2 g,8 g,23 mg,2 mg,28 mcg RAE,7 mg,,
Tomato N' Cheese Pasta,2 Servings,"['1 cup pasta, small whole grain (shell, penne, or ziti)', '1/4 cup onion, chopped', '2 garlic cloves, minced', '1 tablespoon olive oil (or canola oil)', '1 can diced tomatoes, unsalted (14.5 ounces)', '1/2 teaspoon basil', '1/2 teaspoon oregano', '1/4 teaspoon sugar', '1/4 teaspoon pepper', '1/4 cup mozzarella, part-skim shredded', '1 tablespoon Parmesan cheese']","['1. Cook pasta according to package directions; drain.\n2. In a small saucepan, cook onion and garlic in oil until tender.\n3. Stir in tomatoes, basil, oregano, sugar, and pepper.\n4. Bring to a boil. Reduce heat. Simmer uncovered for 15 minutes. Add pasta to sauce.\n5. Transfer to a greased 1-quart baking dish. Top with cheeses.\n6. Bake, uncovered at 375°F for 10-15 minutes or until cheese is melted.']",Main,322,9 mg,11 g,47 g,6 g,7 g,14 g,239 mg,4 mg,41 mcg RAE,22 mg,0 mcg,30 mcg DFE
Tortilla Pizzas,6 servings,"['12 corn tortillas, small (or flour tortillas)', 'vegetable oil (or margarine)', '1 can refried beans (16 ounce)', '1/4 cup onion (chopped)', '2 ounces fresh or canned green chili peppers (diced)', '3 tablespoons red taco sauce', '3 cups vegetables, such as broccoli, mushrooms, spinach, and red bell pepper (chopped)', '1/2 cup cheese, shredded part-skim mozzarella', '1/2 cilantro (1/2 cup chopped, fresh, optional)']","['1. Brush one side of each of two tortillas with water. Press the wet sides of the tortillas together to form a thick crust for the pizza.', '2. Brush the outside of the tortillas with a small amount of oil or margarine. Evenly brown both sides in a heated frying pan. Repeat with the rest of the tortillas. Set aside.', '3. Heat refried beans, onion, and half of the chili peppers together in a medium saucepan, stirring occasionally. Remove from heat.', '4. Spread about 1/3 cup of the bean mixture on each tortilla pizza. Sprinkle with 1 Tablespoon taco sauce, then top with 1/2 cup of the chopped vegetables, 1 teaspoon chili peppers, and 1 Tablespoon cheese for each pizza.', '5. Return to frying pan and heat until cheese melts. Top with cilantro, if desired. Serve immediately.']",Main,158,5 mg,3 g,25 g,6 g,2 g,9 g,137 mg,2 mg,31 mcg RAE,44 mg,0 mcg,
Tostadas Delgadas,8 servings,"['8 flour tortillas', '2 cups refried beans (fat-free)', '2 cups lettuce (shredded)', '1 cup tomatoes (diced)', '1 cup cheese (grated)']","['1. Wash hands and cooking area.', '2. Turn on oven to 350°F.', '3. Place tortillas on a cookie sheet and put in oven for 10 minutes or until crispy.', '4. Wash and cut your lettuce and tomatoes.', '5. Spread two large tablespoons of refried beans on each tortilla.', '6. Top with shredded lettuce, diced tomatoes, and grated cheese.', '7. Serve immediately and refrigerate leftovers.']",Main,268,15 mg,9 g,35 g,5 g,2 g,11 g,194 mg,3 mg,70 mcg RAE,4 mg,0 mcg,135 mcg DFE
Tuna Melt Burger,6 servings,"['1 can tuna (6 ounce)', '2 celery (medium stalks, chopped)', '1/2 cup processed American cheese (low sodium, diced)', '1/4 cup light mayonnaise', '1 tablespoon instant minced onion', '1/4 teaspoon salt', '1/8 teaspoon pepper', '12 whole wheat bread (slices)']","['1. Wash hands and cooking area.', '2. Preheat oven to 350°F.', '3. Drain tuna and break the meat apart with a fork.', '4. Wash and chop the celery and dice the cheese.', '5. Mix tuna, celery, cheese, light mayonnaise, dried onion, salt, and pepper into a medium mixing bowl with a wooden spoon.', '6. Spread tuna mixture on six of the pieces of whole wheat bread and place a single slice of bread on top of each (you will make a total of 6 sandwiches).', '7. Put each sandwich on a square of aluminum foil, then wrap the foil around sandwiches, folding edges securely', '8. Bake about 20 minutes or until hot in the middle. Cool slightly before serving.']",Main,225,19 mg,7 g,26 g,4 g,4 g,14 g,151 mg,2 mg,30 mcg RAE,1 mg,0 mcg,29 mcg DFE
