name,servings,ingredients,directions,type,calories,cholesterol,fat,carbohydrates,fiber,sugars,protein,calcium,iron,vitamin_a,vitamin_c,vitamin_d,folate
Fruity Homemade Oatmeal,2 servings,"['3/4 cup old-fashioned rolled oats', '2 tablespoons raisins or currants', '1 apple (cored and chopped)', '1 teaspoon cinnamon', '1 1/2 cups water']","['Use a vegetable peeler to remove the skin from the apple.', 'Cut the core out of the apple. Chop the apple into small pieces.', 'Put the water in the saucepan.', 'Bring the water to a boil on medium heat.', 'Stir in oatmeal, raisins, chopped apple, and cinnamon.', 'Turn heat to low.', 'Cook 5 minutes, stirring often.']",Breakfast,181,0 mg,3 g,37 g,5 g,13 g,5 g,42 mg,2 mg,2 mcg RAE,3 mg,0 mcg,12 mcg DFE
Garden Frittata,4 Servings,"['4 large eggs', '1/4 teaspoon ground black pepper', '1/4 teaspoon salt', '2 medium unpeeled red potatoes', '1/2 tablespoon olive oil', '4 cups Italian kale, or other kale variety', '1/4 cup chopped onion', '1/2 red bell pepper (chopped)']","['Beat eggs, pepper, and salt in large bowl; set aside.', 'Microwave potatoes until slightly soft, but not completely cooked; then cube. (Alternate method without microwave: Cube potatoes and boil 5 minutes until slightly soft; then drain.)', 'Chop remaining vegetables while potatoes cool. Mix vegetables together.', 'Heat oil in a 10-inch non-stick skillet. Sauté vegetables for 5 to 8 minutes; add to eggs and mix well.', 'Pour egg-vegetable mixture into the same skillet. Cook over low to medium heat until eggs are almost set, about 8 to 10 minutes.', 'Cover and let sit until eggs are completely set, about 5 minutes. Egg dishes should be cooked to 160 ºF.']",Breakfast,180,185 mg,7 g,22 g,3 g,3 g,9 g,80 mg,3 mg,434 mcg RAE,126 mg,1 mcg,72 mcg DFE
Ginger Orange Muffins,12 servings,"['2 Servings Ginger Bread Mix (2 cups)', '1 cup bran cereal', '1 egg (slightly beaten)', '1/2 cup milk, 1%', '1/4 cup orange juice concentrate', '1/4 cup molasses', '1/4 cup vegetable oil', '1 teaspoon orange peel (grated)', '1/4 raisins (optional)']","['Preheat oven to 350 °F.', 'Combine the Ginger Bread Mix and bran cereal in a bowl.', 'Beat the egg slightly in another bowl.', 'Add the egg and other ingredients to the gingerbread and cereal mixture.', 'Stir only until combined. Let stand for 15 minutes.', 'Fill 12 muffin cups (well-greased pans or paper liners) 2/3 full.', 'Bake 15 to 20 minutes or until done in the center.']",Breakfast,178,16 mg,5 g,30 g,1 g,14 g,3 g,40 mg,2 mg,13 mcg RAE,2 mg,0 mcg,55 mcg DFE
Granola Bars,24 servings,"['1 cup honey', '1 cup peanut butter', '3 1/2 cups rolled oats', '1/2 cup raisins', '1/2 cup carrot (grated)', '1/2 cup coconut']","['Preheat oven to 350 °F.', 'Peel and grate the carrots.', 'Put the honey and peanut butter in a large saucepan. Cook on low heat until they melt.', 'Remove the pan from the heat. Turn off the burner.', 'Add oatmeal, raisins, carrots, and coconut to the saucepan. Stir well, and let it cool until you can safely touch it with your hands.', 'Put the mix into a 9x13 inch baking pan.', 'Press the mix firmly into the bottom of the pan.', 'Bake for 25 minutes.', 'Cut into 24 bars.']",Breakfast,168,0 mg,7 g,24 g,2 g,15 g,4 g,14 mg,1 mg,22 mcg RAE,0 mg,0 mcg,13 mcg DFE
Green Onion Omelet,4 Servings,"['1 can low-sodium sliced potatoes, drained (about 15 ounces)', '1 tablespoon vegetable oil', '1 whole egg', '3 egg whites', '3 tablespoons 1% low-fat milk', '1/4 teaspoon salt', '1/2 cup ham, diced', '1/2 can low-sodium tomatoes, drained (about 8 ounces)', '1 tablespoon green onion (or wild onion), chopped']","['Open and drain can of sliced potatoes. Cut sliced potatoes into strips.', 'In a large skillet over medium heat, lightly brown potatoes in the vegetable oil for  5 to 10 minutes.', 'In a mixing bowl, add egg, egg whites, milk, and salt. Mix well', 'Stir in ham, tomatoes, and green (or wild) onions.', 'Pour egg mixture over potatoes in the skillet.', 'Cover skillet and continue to cook eggs over medium heat until firm, not runny (about 8 minutes).', 'Cut the omelet into four pieces and serve.']",Breakfast,184,55 mg,7 g,16 g,3 g,2 g,15 g,43 mg,1 mg,30 mcg RAE,7 mg,1 mcg,16 mcg DFE
Ham and Swiss Breakfast Casserole,6 Servings,"['6 ounces ham, thinly sliced, low sodium, extra lean (NOT honey-baked ham)', '6 ounces Swiss cheese, shredded', '3 slices enriched white bread', '3 slices whole wheat bread', '1 cup skim milk', '2 large eggs', '1 tablespoon yellow mustard', '1/2 teaspoon ""beau monde"" seasoning (or alternate)', '1/2 teaspoon Worcestershire sauce', '1 teaspoon onion powder']","['Lightly spray an 8x8 inch baking pan with non-stick spray.', 'Lay 3 slices of bread in the bottom. Layer 1/2 the ham and 1/2 the cheese.', 'Repeat layer of bread, ham and, cheese.', 'Beat together remaining ingredients and pour over the casserole.', 'Cover and refrigerate overnight.', 'Bake, uncovered, for 1 hour at 325 °F; serve hot.']",Breakfast,251,112 mg,11 g,17 g,2 g,4 g,20 g,332 mg,2 mg,111 mcg RAE,0 mg,1 mcg,42 mcg DFE
Herbed Spinach Quiche Portabella Caps,4 Servings,"['4 portabella mushrooms (3-inch diameter)', 'cooking spray', '3 large eggs', '6 egg whites from 6 eggs', '1/2 cup bread crumbs (whole-wheat if available)', '1/4 cup nonfat milk', '1 teaspoon low-sodium garlic & herb blend', '1 cup cooked and drained, chopped, frozen spinach', '1/4 cup reduced-fat Parmesan cheese, divided']","['Place oven rack in center of oven; preheat oven to 375 °F.', 'Remove portabella stems; wipe clean with damp paper towel.', 'Spray baking sheet with cooking spray, and place mushroom caps on baking sheet.', 'In a mixing bowl, whisk together all remaining ingredients, except 1 tbsp Parmesan cheese.', 'Coat 10-inch non-stick pan with cooking spray and heat over medium flame.', 'Cook and scramble egg mixture until it just starts to thicken. Remove from heat.', 'Using a large spoon, scoop partially cooked, hot egg mixture into portabella caps.', 'Sprinkle tops with remaining Parmesan cheese. Bake about 20 minutes.', 'Serve immediately.']",Breakfast,190,145 mg,6 g,14 g,4 g,4 g,17 g,203 mg,3 mg,377 mcg RAE,1 mg,9 mcg,128 mcg DFE
Hot Cornmeal Cereal,6 servings,"['1 cup cornmeal', '1 teaspoon salt', '3 cups cold water', '3 cups boiling water']","['Wash hands with soap and water.', 'Mix the cornmeal, salt and cold water.', 'Pour into the boiling water, stirring occasionally.', 'Cook until thickened, stirring often.', 'Cover and cook over low heat about 15 minutes.', 'Serve hot with milk and sugar.']",Breakfast,74,0 mg,1 g,16 g,1 g,0 g,2 g,6 mg,1 mg,2 mcg RAE,0 mg,0 mcg,5 mcg DFE
Huevos Motuleños,4 servings,"['1 cup pinto beans, dry', '6 cups water', '8 small corn tortillas', '1 can low-sodium peas, drained (about 15 ounces)', '4 ounces ham, cooked and diced (about 1/2 cup)', '4 egg whites', '2 teaspoons vegetable oil', '1 cup fresh tomato salsa']","['Soak the pinto beans in 3 cups of water overnight in the refrigerator. Drain. Boil the beans in 3 cups fresh water until they are soft. Drain the water and mash the beans into a paste.', 'Preheat oven to 350 degrees F.', 'Place tortillas on a cookie sheet and bake for 1 to 2 minutes. Remove cookie sheet from oven and let tortillas cool.', 'Spoon 1/4 cup of mashed beans on each tortilla. Drain peas and put 1/4 cup of peas on top of beans. Add 2 tablespoons of diced ham on top of peas.', 'Bake the tortillas for about 8 minutes.', 'In a mixing bowl, mix egg whites with vegetable oil.', 'Cook the egg whites in a nonstick pan over medium heat until firm. Cut the egg into 8 pieces.', 'Place baked tortillas on a plate. Cover ham and mashed beans with a piece of egg.', 'Add 2 tablespoons of salsa on each tortilla, and serve two tortillas per person.']",Breakfast,352,25 mg,7 g,50 g,12 g,7 g,25 g,105 mg,4 mg,25 mcg RAE,11 mg,0 mcg,248 mcg DFE
Jean’s Banana Pudding Parfait,10 Servings,"['8 ginger snap cookies (crushed)', '7 medium ripe bananas (sliced thin)', '1 cup nonfat milk', '1 1-oz box instant sugar-free, fat-free vanilla pudding', '1 1/4 cups low-fat vanilla yogurt', '1 teaspoon vanilla extract', '1 cup fat-free frozen whipped topping (thawed)', '10 8-oz parfait cups or drinking glasses', '1/4 teaspoon cinnamon for garnish (optional)']","['In a large bowl, whisk together the milk and pudding mix; blend well (about 2 minutes).', 'Add yogurt and vanilla extract; blend until smooth.', 'Stir the thawed whipped topping into the mixture.', 'Line the bottom of the parfait cups with a teaspoon of crumbled ginger snaps.', 'Layer 6 banana slices on top of the cookies; then 2 tbsp of the yogurt mixture on top. Repeat with another layer of the ginger snaps, bananas, and yogurt mixture.', 'Top with cinnamon or crushed cookie for garnish.', 'Cover and chill in refrigerator.']",Breakfast,170,3 mg,2 g,36 g,2 g,19 g,4 g,106 mg,1 mg,25 mcg RAE,7 mg,0 mcg,36 mcg DFE
Jiffy Oatmeal Crunch,30 servings,"['1/2 cup margarine or butter', '3/4 cup brown sugar (firmly packed)', '1 teaspoon vanilla', '1/2 teaspoon baking soda', '2 cups quick oats (uncooked)', '1 cup raisins']","['1. Preheat oven to 350 degrees and grease a 9 x 13 inch baking pan.', '2. In large skillet, melt butter and brown sugar.', '3. Remove from heat and stir in remaining ingredients.', '4. Spread into pan and bake for 15 - 20 minutes. Cool; cut into squares.']",Breakfast,83,0 mg,3 g,13 g,1 g,8 g,1 g,10 mg,0 mg,31 mcg RAE,0 mg,0 mcg,2 mcg DFE
Light as a Feather Whole Wheat Pancakes,12 Servings,"['1 1/3 cups whole wheat flour', '1 1/2 teaspoons baking powder', '1/4 teaspoon salt', '1/4 teaspoon baking soda', '1 egg, large', '3 teaspoons brown sugar (1 Tablespoon, packed)', '1 1/3 cups buttermilk, 1%', '1 tablespoon oil']","['1. Preheat griddle. In medium bowl, stir or sift dry ingredients together.\n2. In a separate bowl, beat egg, buttermilk, brown sugar and oil together. Stir into dry ingredients just until moistened; batter should be slightly lumpy.\n3. Pour 1/4 cup batter for each pancake onto sprayed or seasoned hot griddle.\n4. Flip the pancake when bubbles appear on surface; turn only once.']",Breakfast,77,17 mg,2 g,12 g,1 g,2 g,3 g,73 mg,1 mg,10 mcg RAE,0 mg,0 mcg,9 mcg DFE
Lo's Blueberry Coffee Cake,8 servings,"['1 egg', '1/2 cup non-fat milk', '1/2 cup yogurt, non-fat vanilla', '3 tablespoons canola oil', '1/4 teaspoon cinnamon', '2 teaspoons lemon peel (grated, yellow only)', '2 cups flour, all purpose', '1/2 cup sugar', '4 teaspoons baking powder', '1/2 teaspoon salt', '1 1/2 cups fresh (or frozen unsweetened) blueberries']","['Wash hands with soap and water.', 'Preheat oven to 400 degrees. Position rack in the center of the oven.', 'In a large bowl whisk together the egg, milk, yogurt, oil and lemon peel.', 'Sift the flour, sugar, baking powder and salt onto the liquid ingredients. Using a fork, stir very lightly, just until ingredients are combined.', 'Gently fold in the blueberries. Pour the batter into an 8- or 9-inch baking pan coated with nonstick spray.', 'In a small bowl combine the topping ingredients. Sprinkle evenly over the cake batter.', 'Bake a 400 degrees for 30 to 35 minutes or until the top is lightly browned and a wooden toothpick inserted in the center comes out clean.', 'Allow the cake to cool in the baking pan on a wire rack for at least 10 minutes.', 'Serve warm or at room temperature.']",Breakfast,282,24 mg,7 g,49 g,2 g,23 g,6 g,191 mg,2 mg,21 mcg RAE,4 mg,0 mcg,100 mcg DFE
Melon and Mint,8 Servings,"['1 tablespoon lime juice', '1/4 cup fresh mint leaves', '6 teaspoons packed brown sugar (2 Tablespoons)', '3 cups watermelon cubes', '3 cups honeydew cubes']","['Wash hands with soap and water.', 'Blend lime juice, mint leaves and brown sugar together in a small food processor.', 'Place melon cubes in a bowl. Drizzle dressing over melon and toss gently.']",Breakfast,54,0 mg,0 g,14 g,1 g,12 g,1 g,13 mg,0 mg,20 mcg RAE,17 mg,0 mcg,15 mcg DFE
Microwave Denver Scramble Slider,1 Servings,"['2 tablespoons chopped red or green bell peppers', '1 tablespoon chopped onion', '1 egg', '1 thin slice deli ham (chopped)', '1 tablespoon water', '1 slider-size bun or whole wheat English muffin (split and toasted)']","['Place peppers and onions in 8-oz. ramekin or custard cup, or in a small bowl. Microwave on high 30 seconds; stir. Add egg, ham and water, beat until egg is blended.', 'Microwave on high 30 seconds; stir. Microwave until egg is almost set, 30 to 45 seconds longer. Season with salt and pepper, if desired.', 'Serve in bun.']",Breakfast,240,185 mg,6 g,29 g,4 g,9 g,16 g,80 mg,3 mg,77 mcg RAE,36 mg,1 mcg,57 mcg DFE
Muffins (from Better Baking Mix),12 muffins,"['2 Servings of Better Baking Mix (2 cups)', '1/2 cup sugar', '1 egg', '1/4 cup vegetable oil', '2/3 cup water']","['Wash hands with soap and water.', 'Preheat oven to 400°F.', 'Grease 12-cup muffin pan.', 'Mix the Better Baking Mix and sugar in a bowl.', 'Beat the egg with a fork.', 'Add egg, oil, and water to dry ingredients. Stir just until all ingredients are wet.', 'Spoon into the prepared muffin pan.']",Breakfast,141,16 mg,6 g,20 g,1 g,9 g,3 g,48 mg,1 mg,19 mcg RAE,0 mg,0 mcg,32 mcg DFE
No Bake Breakfast Cookies,12 servings,"['1/2 cup honey (or light corn syrup)', '1/2 cup non-fat dry milk (instant)', '1/2 cup raisins (or chopped dates)', '1/2 cup creamy peanut butter', '2 1/2 cups crushed flaked cereal']","['1. Heat honey and peanut butter in a medium saucepan over low heat. Stir until blended.', '2. Remove from heat. Stir in dry milk.', '3. Fold in cereal and raisins. Drop by heaping Tablespoons onto waxed paper to form mounds.', '4. Cool to room temperature. Store in refrigerator.']",Breakfast,171,1 mg,6 g,27 g,2 g,20 g,5 g,47 mg,1 mg,20 mcg RAE,0 mg,0 mcg,14 mcg DFE
Oat Bran Muffins,12 servings,"['2 1/4 cups oat bran', '1/4 cup brown sugar (firmly packed)', '1 1/2 teaspoons cinnamon', '1 tablespoon baking powder', '1 banana (mashed)', '3/4 cup applesauce (unsweetened)', '2 tablespoons raisins, dates, or other dried fruit', '1 large egg', '1/2 cup orange juice', '3/4 cup non-fat milk', '2 tablespoons canola oil']","['1. Preheat oven to 425 degrees.', '2. Mix the first four dry ingredients. Set aside. Mix the egg with orange juice, milk and oil. Mix fruit and blend with dry ingredients.', '3. Add the liquid ingredients to the dry until it is moist.', '4. Spray muffin tin with a non-stick coating. Pour batter into muffin tins.', '5. Bake for 15-17 minutes. Remove muffins from pan after 10 minutes. Cool on a rack. Freeze muffins for later use.']",Breakfast,128,16 mg,4 g,21 g,3 g,10 g,4 g,112 mg,2 mg,19 mcg RAE,6 mg,0 mcg,15 mcg DFE
Oat Snack Cakes,60 servings,"['6 cups oatmeal (raw)', '2 cups whole wheat flour', '1 cup flour (all purpose)', '1 cup sugar', '1 teaspoon baking soda', '1/2 teaspoon salt', '1 teaspoon cinnamon', '3/4 cup margarine (softened)', '1/2 cup vegetable oil', '2 teaspoons vanilla flavoring', '2 egg whites (beaten)', '1 tablespoon water', '1 cup raisins']","['1. Preheat oven to 375 degrees. Mix together oatmeal, flour, sugar, baking soda, salt and cinnamon in a large bowl.', '2. Cut in margarine until mixture resembles coarse meal.', '3. Combine oil, vanilla, egg whites, and water. Stir into dry ingredients and rasins, mixing only until it holds together.', '4. Wash hands thoroughly, then dip in cornmeal or flour. Pinch off pieces of dough and form into balls about 1 inch in diameter.', '5. Place balls on baking pan (sprayed with non-stick cooking spray) and press out slightly to about 1/4 inch in thickness.', '6. Bake 15-20 minutes or until lightly browned. Cool, then store in an airtight container.']",Breakfast,109,0 mg,5 g,15 g,1 g,5 g,2 g,7 mg,1 mg,23 mcg RAE,0 mg,0 mcg,11 mcg DFE
Oatmeal Bread,20 servings,"['1 cup rolled oats', '1 teaspoon salt', '1 1/2 cups boiling water', '1 packet dry yeast (active)', '1/4 cup warm water (105 - 115 degrees)', '1/4 cup molasses', '1 1/2 tablespoons vegetable oil', '2 cups whole wheat flour', '2 cups flour (all purpose)']","['1. Combine rolled oats and salt in a large mixing bowl. Stir in boiling water; cool to lukewarm (105 - 115 degrees).', '2. Dissolve yeast in 1/4 cup warm water in small bowl.', '3. Add yeast water, molasses, and oil to cooled oatmeal mixture. Stir in whole wheat flour and 1 cup all purpose flour. Add additional all purpose flour to make a dough stiff enough to knead.', '4. Knead dough on lightly floured surface until smooth and elastic, about 5 minutes.', '5. Place dough in lightly oiled bowl, turning to oil top. Cover with clean towel; let rise in warm place until double, about 1 hour.', '5. Punch dough down; turn onto clean surface. Shape dough and place in greased 9 x 5 inch pan. Cover with clean towel; let rise in a warm place until almost double, about 1 hour.', '6. Preheat oven to 375 degrees. Bake 50 minutes or until bread sounds hollow when tapped. Cover with aluminum foil during baking if bread is browning too quickly. Remove bread from pan and cool on wire rack.']",Breakfast,124,0 mg,2 g,24 g,2 g,3 g,4 g,17 mg,1 mg,0 mcg RAE,0 mg,0 mcg,51 mcg DFE
Oatmeal Raisin Muffins,12 servings,"['1 egg', '1 cup milk, fat-free', '1/3 cup oil', '1 1/4 cups flour', '1 cup oatmeal', '1/3 cup sugar', '1 teaspoon baking powder', '1 teaspoon salt', '1/2 cup raisins', 'teaspoon margarine or butter (to grease the muffin cups)']","['1. Preheat the oven to 400 degrees.', '2. Put the egg, milk, and oil in a small mixing bowl. Slowly stir them together.', '3. In a large mixing bowl, mix the flour, oatmeal, sugar, baking powder, salt and raisins. Stir until they are mixed.', '4. Pour the egg-milk-oil mix into the large bowl with the dry ingredients.', '5. Stir until the dry ingredients are barely moistened. Do not over-mix (the batter should be lumpy).', '6. Grease each cup in the muffin pans with some margarine or butter.', '7. Spoon the batter into the cups in each muffin pan, until each cup is half-full with batter.', '8. Bake for 20 to 25 minutes, or until the muffins are golden brown.']",Breakfast,182,16 mg,7 g,26 g,1 g,10 g,4 g,58 mg,1 mg,22 mcg RAE,0 mg,0 mcg,43 mcg DFE
Overnight Oatmeal,2 Servings,"['1 cup dry oatmeal', '2 1/2 cups water', '1/2 cup dried fruit (raisins, cranberries or apricots)', '1/4 cup walnuts, lightly chopped (or pecans)']","['1. Put all ingredients in a cooking pot and cover. Let sit overnight in refrigerator.', '2. In the morning, put on a stove burner and cook on medium heat until simmering, then turn on low and heat for 10-15 minutes more or less depending on type of oats, quick (5 mins), regular, or steel cut.', '3. Serve warm with a little milk (or milk alternative), a drizzle of maple syrup, and a side of fresh fruit, if desired.']",Breakfast,333,0 mg,13 g,50 g,7 g,17 g,8 g,57 mg,3 mg,19 mcg RAE,1 mg,0 mcg,29 mcg DFE
Overnight Oatmeal with Berries,1 Serving,"['1/2 cup low-fat milk (or less for thicker oatmeal)', '1/4 cup Greek yogurt, fat-free', '2 teaspoons honey', '1/4 teaspoon cinnamon', '1/4 teaspoon vanilla extract', '1/2 cup uncooked rolled oats', '1/4 cup raspberries, frozen']","['Combine milk, Greek yogurt, sugar, cinnamon and vanilla extract in a container or jar with a lid.', 'Add oats and mix well.', 'Gently fold in raspberries.', 'Cover and refrigerate 8 hours to overnight.', 'Enjoy cold or heat as desired.']",Breakfast,311,7 mg,4 g,53 g,9 g,21 g,17 g,268 mg,2 mg,,,1 mcg,
Pancakes (from Better Baking Mix),12 Pancakes,"['2 Servings of Better Baking Mix (2 cups)', '1 cup water', '2 tablespoons vegetable oil', '2 eggs (beaten)']","['Wash hands with soap and water.', 'Put all the ingredients in a bowl.', 'Stir just enough to moisten dry ingredients.', 'Preheat skillet on medium-high heat. The skillet is ready when drops of water ""dance"" on the dry surface. Add a teaspoon of vegetable oil or use cooking oil spray. For each pancake, pour 3-4 tablespoons of batter onto hot skillet.', 'Cook slowly until the surface is covered with bubbles. Turn and cook until second side is lightly browned.']",Breakfast,93,28 mg,4 g,12 g,1 g,1 g,3 g,50 mg,1 mg,24 mcg RAE,0 mg,0 mcg,33 mcg DFE
Peanut Butter Banana Breakfast Shake,1 serving,"['1 cup milk (fat free or 1%)', '1/2 cup banana (frozen, slices)', '1 tablespoon peanut butter', '1/4 teaspoon cinnamon (ground)', '1/2 teaspoon vanilla extract', 'cocoa powder (as needed, sweet, optional)']","['1. Combine all ingredients in a blender and blend until smooth and creamy.', '2. Pour into a tall glass and garnish with a sprinkle of cocoa powder, if desired.']",Breakfast,288,5 mg,9 g,41 g,4 g,28 g,13 g,318 mg,1 mg,153 mcg RAE,10 mg,3 mcg,47 mcg DFE
Peanut Butter Cereal Bars,16 Servings,"['1/2 cup honey (see Notes)', '1 cup peanut butter', '2 cups rice cereal', '2 cups quick oats', '1 cup raisins or other dried fruit']","['Wash hands with soap and water.', 'In a saucepan, bring honey to a boil.', 'Reduce heat to low and stir in peanut butter.', 'Add cereal, oats and raisins; mix well. Remove from heat', 'Lightly grease an 8x8-inch baking pan. Press mixture into pan. When cool, cut into 16 bars.', 'Store in an airtight container for up to a week.']",Breakfast,201,0 mg,10 g,27 g,2 g,16 g,6 g,17 mg,1 mg,0 mcg RAE,0 mg,0 mcg,20 mcg DFE
Peanut Butter Muffins,12 servings,"['3/4 cup peanut butter (chunky)', 'tablespoon honey', '2 egg', '1 cup milk, skim', '1 1/2 cups flour', '1/2 cup cornmeal', '3 tablespoons sugar', '2 teaspoons baking powder', '1/2 teaspoon salt']","['1. Preheat the oven to 375 degrees.', '2. Line 12 muffin cups with paper baking cups (or grease the bottom of each cup with butter or margarine).', '3. Put the peanut butter and honey in a mixing bowl. Beat until well blended.', '4. Add the eggs 1 at a time, beating well after each egg.', '5. Add the milk, and mix well.', '6. Add the flour, cornmeal, sugar, baking powder, and salt. Stir just until they are moistened. Don’t stir them too much.', '7. Fill each muffin cup 2/3 full.', '8. Bake for 20 to 25 minutes until golden brown.', '9. Put on a wire rack.', '10. Cool for at least 10 minutes before serving.']",Breakfast,213,31 mg,9 g,26 g,2 g,9 g,8 g,85 mg,4 mg,215 mcg RAE,0 mg,0 mcg,127 mcg DFE
Perfect Pumpkin Pancakes,12 servings,"['2 cups flour', '6 teaspoons brown sugar', '1 tablespoon baking powder', '1 1/4 teaspoons pumpkin pie spice', '1 teaspoon salt', '1 egg', '1/2 cup pumpkin (canned)', '1 3/4 cups milk, low-fat', '2 tablespoons vegetable oil']","['1. Combine flour, brown sugar, baking powder, pumpkin pie spice and salt in a large mixing bowl.', '2. In a medium bowl, combine egg, canned pumpkin, milk and vegetable oil, mixing well.', '3. Add wet ingredients to flour mixture, stirring just until moist. Batter may be lumpy. (For thinner batter, add more milk).', '4. Lightly coat a griddle or skillet with cooking spray and heat on medium.', '5. Using a 1/4 cup measure, pour batter onto hot griddle. Cook until bubbles begin to burst, then flip pancakes and cook until golden brown, 1 1/2 to 2 1/2 minutes. Repeat with remaining batter. Makes about 1 dozen 3 1/2 inch pancakes.']",Breakfast,130,17 mg,3 g,21 g,1 g,5 g,4 g,123 mg,1 mg,106 mcg RAE,0 mg,1 mcg,66 mcg DFE
Pumpkin Chocolate Muffins,24 Muffins,"['2 cups all-purpose flour', '3/4 cup sugar', '1 teaspoon baking powder', '1/2 teaspoon baking soda', '1/2 cup cocoa powder', '1 can pumpkin', '1 cup water', '1/2 cup chocolate chips']","['Whisk all the dry ingredients together. Add pumpkin and water.', 'Fold the wet ingredients into the dry ingredients until just combined. Fold in chocolate chips.', 'Place batter into 24 prepared muffin tins and bake at 350°F for 10-12 minutes.']",Breakfast,90,0 mg,1 g,19 g,2 g,9 g,2 g,21 mg,1 mg,137 mcg RAE,1 mg,0 mcg,33 mcg DFE
Pumpkin Cookies,48 servings,"['1 3/4 cups pumpkin (pureed, cooked)', '1 1/2 cups brown sugar', '2 eggs', '1/2 cup vegetable oil', '1 1/2 cups flour', '1 1/4 cups whole wheat flour', '1 tablespoon baking powder', '2 teaspoons cinnamon', '1 teaspoon nutmeg', '1/2 teaspoon salt', '1/4 teaspoon ground ginger', '1 cup raisins', '1 cup walnuts (chopped)']","['Preheat oven to 400 °F.', 'Mix pumpkin, brown sugar, eggs, and oil thoroughly.', 'Blend dry ingredients and add to pumpkin mixture.', 'Add raisins and nuts.', 'Drop by teaspoonfuls on greased cookie sheet.', 'Bake 10 to 12 minutes until golden brown.']",Breakfast,103,8 mg,4 g,16 g,1 g,9 g,2 g,33 mg,1 mg,73 mcg RAE,0 mg,0 mcg,17 mcg DFE
Quesadilla con Huevos,4 servings,"['1/2 cup cheddar or colby jack cheese (grated - cojack)', '2 egg (scrambled)', '4 flour tortillas (6 - 8 inch)', '4 salsa (4 Tablespoons, optional)']","['Wash hands with soap and water.', 'Put 2 Tablespoons cheese and 1/4 of the scrambled eggs on each tortilla.', 'Heat 2 quesadillas at a time in microwave on high for 30 to 45 seconds or until cheese melts.', 'Top with salsa and fold tortilla in half to serve.', 'Add parsley if desired.']",Breakfast,252,108 mg,11 g,27 g,2 g,1 g,11 g,182 mg,2 mg,77 mcg RAE,0 mg,1 mcg,100 mcg DFE
Rice Bowl Breakfast with Fruit and Nuts,2 Servings,"['1 cup cooked brown rice', '1/2 cup nonfat (skim) milk (or 1% milk)', '1/2 teaspoon cinnamon', '1 cup chopped fruit (try a mixture - apples, bananas, raisins, berries, peaches)', '2 tablespoons chopped nuts (try walnuts or almonds)']","['Wash hands with soap and water.', 'Combine cooked rice, milk and cinnamon in a microwave-safe bowl.  Microwave on HIGH for 45 seconds. Stir and heat for another 45 to 60 seconds, or until rice mixture is heated through.', 'Divide rice mixture between two bowls. Top with fruit and nuts. Serve warm.', 'Refrigerate leftovers within 2 hours.']",Breakfast,203,1 mg,5 g,35 g,4 g,10 g,6 g,101 mg,1 mg,39 mcg RAE,3 mg,1 mcg,15 mcg DFE
Rise and Shine Cobbler,4 servings,"['1 cup peaches (canned, drained and sliced)', '1 cup pear halves (canned, drained and sliced)', '6 prunes (pitted, each cut in half)', '1/4 teaspoon vanilla extract', '1 orange', '1 cup granola, low-fat']","['In a large microwave-safe bowl, mix peaches, pears, prunes, and vanilla extract.', 'Rub an orange against a grater to remove 1 teaspoon of the orange peel. Then, cut the orange in half and squeeze 1/4 cup orange juice. Add orange peel and juice to fruit mixture. Stir.', 'Top with granola.', 'Microwave on high for 5 minutes. Let stand for 2 minutes.', 'Spoon into 4 bowls and serve warm.']",Breakfast,215,0 mg,2 g,51 g,5 g,29 g,3 g,39 mg,2 mg,148 mcg RAE,21 mg,1 mcg,391 mcg DFE
Spanish Omelet,5 servings,"['5 potatoes (small, peeled and sliced)', '1 tablespoon olive oil (or vegetable cooking spray)', '1/2 onion (medium, minced)', '1 zucchini (medium, sliced)', '1 1/2 cups green/red peppers (sliced thin)', '5 mushrooms (medium, sliced)', '3 eggs (whole, beaten)', '5 egg whites (beaten)', 'Pepper and garlic salt with herbs (to taste)', '3 ounces part skim mozzarella cheese (shredded)', '1 tablespoon Parmesan cheese']","['1. Preheat oven to 375°F.\n2. Cook potatoes in boiling water until tender.\n3. In a nonstick pan, add oil or vegetable spray and warm at medium heat.\n4. Add the onion and sauté until brown. Add vegetables and sauté until tender but not brown.\n5. In a medium mixing bowl, slightly beat the eggs and egg whites, pepper, garlic salt, and mozzarella cheese. Stir egg cheese mixture into the cooked vegetables.\n6. Oil or spray a 10-inch pie pan or ovenproof skillet. Transfer potatoes and eggs mixture to pan. Spread with parmesan cheese and bake omelet until firm and brown on top, about 20-30 minutes.\n ']",Breakfast,289,121 mg,10 g,35 g,5 g,4 g,17 g,188 mg,2 mg,86 mcg RAE,64 mg,1 mcg,62 mcg DFE
