datetime,sensor_id,sensor_status,activity
2023-08-19_20:16:46.038065,M006,ON,
2023-08-19_20:16:46.069245,M045,ON,
2023-08-19_20:16:50.000864,M006,OFF,
2023-08-19_20:16:51.000689,M050,ON,
2023-08-19_20:16:51.081551,M044,ON,
2023-08-19_20:16:52.008146,M043,ON,
2023-08-19_20:16:52.064952,M045,OFF,
2023-08-19_20:16:52.092052,M028,ON,
2023-08-19_20:16:54.017017,M006,ON,
2023-08-19_20:16:54.047431,M027,ON,
2023-08-19_20:16:54.063838,M050,OFF,
2023-08-19_20:16:54.081804,M044,OFF,
2023-08-19_20:16:55.094174,M043,OFF,
2023-08-19_20:16:57.056866,P001,1524,
2023-08-19_20:16:57.093796,M028,OFF,
2023-08-19_20:16:58.011598,M027,OFF,
2023-08-19_20:16:58.038578,M026,ON,
2023-08-19_20:16:59.017208,M006,OFF,
2023-08-19_20:17:01.011542,M025,ON,
2023-08-19_20:17:02.057399,M024,ON,
2023-08-19_20:17:02.085865,M026,OFF,
2023-08-19_20:17:03.050429,M021,ON,
2023-08-19_20:17:03.006044,P001,1510,
2023-08-19_20:17:04.036465,M019,ON,
2023-08-19_20:17:05.022731,M025,OFF,
2023-08-19_20:17:05.086495,M018,ON,
2023-08-19_20:17:06.079199,M017,ON,
2023-08-19_20:17:06.009167,M021,OFF,
2023-08-19_20:17:07.012088,M024,OFF,
2023-08-19_20:17:07.090815,M019,OFF,
2023-08-19_20:17:09.031692,M018,OFF,
2023-08-19_20:17:12.026543,M018,ON,
2023-08-19_20:17:12.089601,M019,ON,
2023-08-19_20:17:13.013428,M006,ON,
2023-08-19_20:17:14.083967,M021,ON,
2023-08-19_20:17:15.042685,M022,ON,
2023-08-19_20:17:15.060639,P001,1496,
2023-08-19_20:17:15.091222,M017,OFF,
2023-08-19_20:17:16.020458,M018,OFF,
2023-08-19_20:17:17.071683,M019,OFF,
2023-08-19_20:17:18.015051,M023,ON,
2023-08-19_20:17:18.031594,M021,OFF,
2023-08-19_20:17:19.000441,M022,OFF,
2023-08-19_20:17:21.059809,P001,1507,
2023-08-19_20:17:21.070442,M006,OFF,
2023-08-19_20:17:21.095443,M006,ON,
2023-08-19_20:17:23.007915,M006,OFF,
2023-08-19_20:17:24.047021,M006,ON,
2023-08-19_20:17:24.079821,M023,OFF,
2023-08-19_20:17:25.019417,M023,ON,
2023-08-19_20:17:27.002744,M023,OFF,
2023-08-19_20:17:29.092478,M023,ON,
2023-08-19_20:17:31.025137,M006,OFF,
2023-08-19_20:17:31.087109,M023,OFF,
2023-08-19_20:17:33.060966,P001,1489,
2023-08-19_20:17:38.086448,M006,ON,
2023-08-19_20:17:39.060867,P001,1510,
2023-08-19_20:17:40.088547,M006,OFF,
2023-08-19_20:17:43.095047,M023,ON,
2023-08-19_20:17:44.071835,M006,ON,R702_work_begin
2023-08-19_20:17:44.099897,M023,OFF,
2023-08-19_20:17:45.062726,P001,1521,
2023-08-19_20:17:46.070609,M006,OFF,
2023-08-19_20:17:47.085904,M006,ON,
2023-08-19_20:17:48.088656,M006,OFF,
2023-08-19_20:17:49.016519,M023,ON,
2023-08-19_20:17:49.043375,M001,ON,
2023-08-19_20:17:51.008957,M001,OFF,
2023-08-19_20:17:54.084852,M023,OFF,
2023-08-19_20:17:55.014046,M006,ON,
2023-08-19_20:17:58.058548,M023,ON,
2023-08-19_20:18:01.078704,M006,OFF,
2023-08-19_20:18:04.043431,M023,OFF,
2023-08-19_20:18:12.064477,M006,ON,
2023-08-19_20:18:14.035047,M006,OFF,
2023-08-19_20:18:15.062874,P001,1504,
2023-08-19_20:18:15.094301,M023,ON,
2023-08-19_20:18:17.085962,M023,OFF,
2023-08-19_20:18:21.062961,P001,1478,
2023-08-19_20:18:23.006037,M006,ON,
2023-08-19_20:18:25.004264,M023,ON,
2023-08-19_20:18:27.093184,M006,OFF,
2023-08-19_20:18:28.063732,M001,ON,
2023-08-19_20:18:32.069412,M001,OFF,
2023-08-19_20:18:35.064392,P001,1503,
2023-08-19_20:18:38.019149,M006,ON,
2023-08-19_20:18:38.058693,M023,OFF,
2023-08-19_20:18:39.024229,M023,ON,
2023-08-19_20:18:43.009016,M001,ON,
2023-08-19_20:18:44.020034,M006,OFF,
2023-08-19_20:18:45.059979,M001,OFF,
2023-08-19_20:18:47.006609,P001,1483,
2023-08-19_20:18:48.081601,M023,OFF,
2023-08-19_20:18:51.017793,M023,ON,
2023-08-19_20:18:53.066874,P001,1501,
2023-08-19_20:18:54.040924,M023,OFF,
2023-08-19_20:18:55.052188,M023,ON,
2023-08-19_20:19:00.081131,M023,OFF,
2023-08-19_20:19:01.028147,M023,ON,
2023-08-19_20:19:07.007952,M023,OFF,
2023-08-19_20:19:08.008606,M023,ON,
2023-08-19_20:19:12.089465,M023,OFF,
2023-08-19_20:19:15.007548,M023,ON,
2023-08-19_20:19:17.023081,M023,OFF,
2023-08-19_20:19:17.008969,M023,ON,
2023-08-19_20:19:19.069591,P001,1519,
2023-08-19_20:19:19.077433,P001,1496,
2023-08-19_20:19:20.006649,M022,ON,
2023-08-19_20:19:20.030898,M023,OFF,
2023-08-19_20:19:22.060493,M006,ON,
2023-08-19_20:19:22.090194,M021,ON,
2023-08-19_20:19:24.030651,M024,ON,
2023-08-19_20:19:24.097935,M025,ON,
2023-08-19_20:19:25.071421,P001,1507,
2023-08-19_20:19:25.081445,M022,OFF,
2023-08-19_20:19:26.035043,M026,ON,
2023-08-19_20:19:27.001837,M021,OFF,
2023-08-19_20:19:27.090042,M024,OFF,
2023-08-19_20:19:28.009505,M025,OFF,
2023-08-19_20:19:30.068088,M006,OFF,
2023-08-19_20:19:31.003088,M027,ON,
2023-08-19_20:19:31.020833,M006,ON,
2023-08-19_20:19:31.039886,M026,OFF,
2023-08-19_20:19:31.072131,P001,1494,
2023-08-19_20:19:33.021117,M006,OFF,
2023-08-19_20:19:33.046449,M006,ON,
2023-08-19_20:19:33.071466,M028,ON,
2023-08-19_20:19:35.014221,M043,ON,
2023-08-19_20:19:35.053322,M029,ON,
2023-08-19_20:19:36.006609,M006,OFF,
2023-08-19_20:19:36.032886,M006,ON,
2023-08-19_20:19:36.059312,M050,ON,
2023-08-19_20:19:36.088073,M027,OFF,
2023-08-19_20:19:37.007971,M044,ON,
2023-08-19_20:19:37.034157,M029,OFF,
2023-08-19_20:19:38.011148,M028,OFF,
2023-08-19_20:19:38.067649,M006,OFF,
2023-08-19_20:19:39.015164,M006,ON,
2023-08-19_20:19:39.006717,M043,OFF,
2023-08-19_20:19:39.085604,M044,OFF,
2023-08-19_20:19:40.005894,M046,ON,
2023-08-19_20:19:40.031251,M050,OFF,
2023-08-19_20:19:40.059976,M048,ON,
2023-08-19_20:19:41.028361,M046,OFF,
2023-08-19_20:19:43.008346,M046,ON,
2023-08-19_20:19:43.096551,M048,OFF,
2023-08-19_20:19:44.009682,M043,ON,
2023-08-19_20:19:45.017169,M050,ON,
2023-08-19_20:19:45.033309,M044,ON,
2023-08-19_20:19:45.004922,M046,OFF,
2023-08-19_20:19:45.084077,M042,ON,
2023-08-19_20:19:46.020938,M006,OFF,
2023-08-19_20:19:46.005672,M029,ON,
2023-08-19_20:19:47.021102,M044,OFF,
2023-08-19_20:19:47.055819,M037,ON,
2023-08-19_20:19:47.071945,M042,OFF,
2023-08-19_20:19:47.088213,M050,OFF,
2023-08-19_20:19:48.013251,M043,OFF,
2023-08-19_20:19:48.066155,M038,ON,
2023-08-19_20:19:49.078083,M029,OFF,
2023-08-19_20:19:51.050089,M037,OFF,
2023-08-19_20:19:52.028554,M006,ON,
2023-08-19_20:19:52.058021,M038,OFF,
2023-08-19_20:19:53.003929,M038,ON,
2023-08-19_20:19:54.003219,M038,OFF,
2023-08-19_20:19:55.035164,M038,ON,
2023-08-19_20:19:56.062437,M006,OFF,
2023-08-19_20:19:58.098386,M006,ON,
2023-08-19_20:20:00.095968,M006,OFF,
2023-08-19_20:20:03.037072,M038,OFF,
2023-08-19_20:20:05.074691,P001,1510,
2023-08-19_20:20:05.082606,P001,1499,
2023-08-19_20:20:09.002492,M006,ON,
2023-08-19_20:20:11.075893,P001,1481,
2023-08-19_20:20:12.037358,M006,OFF,
2023-08-19_20:20:14.040104,M038,ON,
2023-08-19_20:20:17.068446,M038,OFF,
2023-08-19_20:20:17.078902,P001,1470,
2023-08-19_20:20:20.058065,M006,ON,
2023-08-19_20:20:22.093147,M006,OFF,
2023-08-19_20:20:23.069499,M006,ON,
2023-08-19_20:20:25.047006,M006,OFF,
2023-08-19_20:20:29.031431,M006,ON,
2023-08-19_20:20:29.007826,P001,1503,
2023-08-19_20:20:34.044329,M006,OFF,
2023-08-19_20:20:36.092617,M006,ON,
2023-08-19_20:20:45.056114,M006,OFF,
2023-08-19_20:20:50.066504,M006,ON,
2023-08-19_20:20:52.034457,M006,OFF,
2023-08-19_20:20:52.082096,M006,ON,
2023-08-19_20:20:59.014558,M006,OFF,
2023-08-19_20:20:59.057687,M006,ON,
2023-08-19_20:21:01.007921,P001,1493,
2023-08-19_20:21:06.019082,M038,ON,
2023-08-19_20:21:06.006768,M006,OFF,
2023-08-19_20:21:07.064666,M038,OFF,
2023-08-19_20:21:07.081814,P001,1504,
2023-08-19_20:21:16.004983,M006,ON,
2023-08-19_20:21:16.069897,M038,ON,
2023-08-19_20:21:21.026426,M006,OFF,
2023-08-19_20:21:22.067963,M038,OFF,
2023-08-19_20:21:24.094649,M038,ON,
2023-08-19_20:21:25.080916,P001,1489,
2023-08-19_20:21:28.080127,M038,OFF,
2023-08-19_20:21:29.035741,M006,ON,
2023-08-19_20:21:29.063101,M038,ON,
2023-08-19_20:21:31.094941,M038,OFF,
2023-08-19_20:21:32.084916,M006,OFF,
2023-08-19_20:21:36.008641,M006,ON,
2023-08-19_20:21:41.078653,M006,OFF,
2023-08-19_20:21:45.019301,M038,ON,
2023-08-19_20:21:51.086062,M006,ON,
2023-08-19_20:21:52.080506,M038,OFF,
2023-08-19_20:21:56.091605,M006,OFF,
2023-08-19_20:21:57.043121,M006,ON,
2023-08-19_20:22:01.083849,P001,1478,
2023-08-19_20:22:08.087736,M038,ON,
2023-08-19_20:22:14.046556,M006,OFF,
2023-08-19_20:22:15.000825,M038,OFF,
2023-08-19_20:22:18.016045,M006,ON,
2023-08-19_20:22:24.096489,M006,OFF,
2023-08-19_20:22:27.086244,P001,1488,
2023-08-19_20:22:45.088888,P001,1598,
2023-08-19_20:22:48.008619,M006,ON,
2023-08-19_20:22:54.097452,M006,OFF,
2023-08-19_20:22:57.017407,M006,ON,
2023-08-19_20:22:59.030889,M006,OFF,
2023-08-19_20:23:01.050096,M006,ON,
2023-08-19_20:23:05.000529,M006,OFF,
2023-08-19_20:23:08.077142,M006,ON,
2023-08-19_20:23:11.090229,P001,1584,
2023-08-19_20:23:15.002385,M006,OFF,
2023-08-19_20:23:17.023306,M038,ON,
2023-08-19_20:23:26.052175,M006,ON,
2023-08-19_20:23:26.090764,M038,OFF,
2023-08-19_20:23:29.098597,M006,OFF,
2023-08-19_20:23:47.009507,M006,ON,
2023-08-19_20:23:49.094896,M006,OFF,
2023-08-19_20:23:52.053622,M038,ON,
2023-08-19_20:23:59.009492,P001,1569,
2023-08-19_20:24:03.028787,M039,ON,
2023-08-19_20:24:05.094881,P001,1660,
2023-08-19_20:24:06.021071,M038,OFF,
2023-08-19_20:24:09.046398,M040,ON,
2023-08-19_20:24:11.002367,M039,OFF,
2023-08-19_20:24:19.096246,P001,1676,
2023-08-19_20:24:20.009691,M040,OFF,
2023-08-19_20:24:22.070848,M006,ON,
2023-08-19_20:24:25.035544,M040,ON,
2023-08-19_20:24:25.097943,P001,1666,
2023-08-19_20:24:26.080018,M006,OFF,
2023-08-19_20:24:29.004462,M040,OFF,
2023-08-19_20:24:31.097816,P001,1645,
2023-08-19_20:24:32.041912,M040,ON,
2023-08-19_20:24:35.010602,M006,ON,
2023-08-19_20:24:35.030855,M041,ON,
2023-08-19_20:24:39.047385,M006,OFF,
2023-08-19_20:24:40.019439,M039,ON,
2023-08-19_20:24:41.026514,M038,ON,
2023-08-19_20:24:42.048072,M041,OFF,
2023-08-19_20:24:42.077183,M037,ON,
2023-08-19_20:24:43.017137,M039,OFF,
2023-08-19_20:24:43.070689,M029,ON,
2023-08-19_20:24:43.009783,M040,OFF,
2023-08-19_20:24:45.016985,M043,ON,
2023-08-19_20:24:45.035701,M006,ON,
2023-08-19_20:24:45.087641,M037,OFF,
2023-08-19_20:24:46.001136,M038,OFF,
2023-08-19_20:24:46.024718,M050,ON,
2023-08-19_20:24:46.039553,M044,ON,
2023-08-19_20:24:46.066251,M029,OFF,
2023-08-19_20:24:47.028322,M045,ON,
2023-08-19_20:24:48.062288,M043,OFF,
2023-08-19_20:24:48.098534,M044,OFF,
2023-08-19_20:24:49.025253,M050,OFF,
2023-08-19_20:24:49.090131,M006,OFF,R702_work_end
2023-08-19_20:24:53.005474,M046,ON,
2023-08-19_20:24:54.009841,M048,ON,
2023-08-19_20:24:55.030452,M046,OFF,
2023-08-19_20:24:55.005711,M045,OFF,
2023-08-19_20:24:57.010543,M046,ON,
2023-08-19_20:24:58.057982,M048,OFF,
2023-08-19_20:24:58.088258,M046,OFF,
2023-08-19_20:25:01.008498,M048,ON,
2023-08-19_20:25:01.099812,P001,1664,
2023-08-19_20:25:02.045108,M046,ON,
2023-08-19_20:25:02.070703,M048,OFF,
2023-08-19_20:25:03.053155,M050,ON,
2023-08-19_20:25:03.070981,M046,OFF,
2023-08-19_20:25:03.009988,M006,ON,
2023-08-19_20:25:04.014748,M044,ON,
2023-08-19_20:25:04.037642,M043,ON,
2023-08-19_20:25:05.000212,M010,ON,
2023-08-19_20:25:05.049732,M028,ON,
2023-08-19_20:25:05.069626,M029,ON,
2023-08-19_20:25:06.066966,M037,ON,
2023-08-19_20:25:06.099213,M043,OFF,
2023-08-19_20:25:07.001706,M050,OFF,
2023-08-19_20:25:07.034951,M044,OFF,
2023-08-19_20:25:07.084145,M006,OFF,
2023-08-19_20:25:08.003326,M010,OFF,
2023-08-19_20:25:08.035248,M028,OFF,
2023-08-19_20:25:08.052317,M029,OFF,
2023-08-19_20:25:08.006967,M038,ON,
2023-08-19_20:25:10.052058,M039,ON,
2023-08-19_20:25:11.012518,M037,OFF,
2023-08-19_20:25:12.021694,M040,ON,
2023-08-19_20:25:12.090005,M041,ON,
2023-08-19_20:25:13.056107,M038,OFF,
2023-08-19_20:25:15.056091,M039,OFF,
2023-08-19_20:25:19.028415,M041,OFF,
2023-08-19_20:25:20.071581,M006,ON,
2023-08-19_20:25:21.012809,M010,ON,
2023-08-19_20:25:21.030279,M040,OFF,
2023-08-19_20:25:22.002587,P001,1649,
2023-08-19_20:25:22.035147,M006,OFF,
2023-08-19_20:25:23.016188,M039,ON,
2023-08-19_20:25:23.071574,M010,OFF,
2023-08-19_20:25:26.005217,M039,OFF,
2023-08-19_20:25:26.092061,M039,ON,
2023-08-19_20:25:28.001011,P001,1670,
2023-08-19_20:25:31.033106,M040,ON,
2023-08-19_20:25:33.012436,M040,OFF,
2023-08-19_20:25:35.018867,M039,OFF,
2023-08-19_20:25:35.000932,M039,ON,
2023-08-19_20:25:39.005266,M010,ON,
2023-08-19_20:25:40.009349,M039,OFF,
2023-08-19_20:25:41.024706,M010,OFF,
2023-08-19_20:25:42.059471,M039,ON,
2023-08-19_20:25:44.008092,M038,ON,
2023-08-19_20:25:45.035677,M037,ON,
2023-08-19_20:25:45.099906,M039,OFF,
2023-08-19_20:25:46.056421,M029,ON,
2023-08-19_20:25:47.071291,M043,ON,
2023-08-19_20:25:47.097762,M042,ON,
2023-08-19_20:25:48.054311,T002,30.5,
2023-08-19_20:25:49.014127,M037,OFF,
2023-08-19_20:25:49.033962,M050,ON,
2023-08-19_20:25:49.049634,M038,OFF,
2023-08-19_20:25:49.067652,M044,ON,
2023-08-19_20:25:50.002158,M029,OFF,
2023-08-19_20:25:50.040959,M042,OFF,
2023-08-19_20:25:51.014411,M046,ON,
2023-08-19_20:25:51.044467,M043,OFF,
2023-08-19_20:25:52.001507,M044,OFF,
2023-08-19_20:25:52.040448,M048,ON,
2023-08-19_20:25:52.005467,M050,OFF,
2023-08-19_20:25:52.078769,M046,OFF,
2023-08-19_20:25:54.004471,P001,1658,
2023-08-19_20:25:54.090809,M048,OFF,
2023-08-19_20:25:56.053397,M048,ON,
2023-08-19_20:25:57.092938,M049,ON,
2023-08-19_20:25:58.092146,M049,OFF,
2023-08-19_20:26:00.003884,P001,1679,
2023-08-19_20:26:02.035452,M049,ON,
2023-08-19_20:26:05.049598,M049,OFF,
2023-08-19_20:26:05.078136,M046,ON,
2023-08-19_20:26:06.006238,P001,1667,
2023-08-19_20:26:06.062912,M048,OFF,
2023-08-19_20:26:07.057339,M048,ON,
2023-08-19_20:26:08.045975,M046,OFF,
2023-08-19_20:26:09.048322,M049,ON,
2023-08-19_20:26:09.076199,M046,ON,
2023-08-19_20:26:11.002168,M049,OFF,
2023-08-19_20:26:12.004959,P001,1683,
2023-08-19_20:26:12.001607,M048,OFF,
2023-08-19_20:26:12.092294,M050,ON,
2023-08-19_20:26:13.019471,M046,OFF,
2023-08-19_20:26:15.003109,M045,ON,
2023-08-19_20:26:16.047959,M050,OFF,
2023-08-19_20:26:17.063417,M050,ON,
2023-08-19_20:26:18.009687,M044,ON,
2023-08-19_20:26:18.034943,M043,ON,
2023-08-19_20:26:19.004833,M045,OFF,
2023-08-19_20:26:19.077056,M029,ON,
2023-08-19_20:26:21.001005,M037,ON,
2023-08-19_20:26:21.029134,M044,OFF,
2023-08-19_20:26:21.005488,M050,OFF,
2023-08-19_20:26:22.012772,M038,ON,
2023-08-19_20:26:22.065848,M043,OFF,
2023-08-19_20:26:23.006213,M029,OFF,
2023-08-19_20:26:24.035884,M039,ON,
2023-08-19_20:26:24.009608,M037,OFF,
2023-08-19_20:26:26.007014,P001,1635,
2023-08-19_20:26:26.036251,M040,ON,
2023-08-19_20:26:27.043541,M038,OFF,
2023-08-19_20:26:29.065555,M039,OFF,
2023-08-19_20:26:29.095089,M039,ON,
2023-08-19_20:26:32.006811,P001,1679,
2023-08-19_20:26:34.086937,M040,OFF,
2023-08-19_20:26:49.051878,M039,OFF,
2023-08-19_20:26:49.009896,M039,ON,
2023-08-19_20:26:53.071523,M039,OFF,
2023-08-19_20:26:57.098956,M006,ON,
2023-08-19_20:26:59.005623,M006,OFF,
2023-08-19_20:26:59.066146,M039,ON,
2023-08-19_20:27:04.008363,P001,1661,
2023-08-19_20:27:07.050166,M039,OFF,
2023-08-19_20:27:14.056975,M006,ON,
2023-08-19_20:27:16.000884,P001,1650,
2023-08-19_20:27:16.002319,M006,OFF,
2023-08-19_20:27:25.090711,M039,ON,
2023-08-19_20:27:30.094611,M039,OFF,
2023-08-19_20:27:31.099212,M039,ON,
2023-08-19_20:27:33.019017,M039,OFF,
2023-08-19_20:27:33.099177,M039,ON,
2023-08-19_20:27:36.042117,M039,OFF,
2023-08-19_20:27:37.056174,M039,ON,
2023-08-19_20:27:42.043941,M039,OFF,
2023-08-19_20:27:44.010323,P001,1638,
2023-08-19_20:27:50.001201,P001,1649,
2023-08-19_20:27:56.036716,T004,27.5,
2023-08-19_20:28:02.012845,P001,1639,
2023-08-19_20:28:14.037363,T001,27,
2023-08-19_20:28:30.030749,T001,26.5,
2023-08-19_20:28:44.033871,T004,28,
2023-08-19_20:28:46.014823,P001,1665,
2023-08-19_20:28:47.060954,M040,ON,
2023-08-19_20:28:49.052158,M040,OFF,
2023-08-19_20:28:52.015829,P001,1653,
2023-08-19_20:29:00.031359,T004,27.5,
2023-08-19_20:29:14.069703,T005,25.5,
2023-08-19_20:29:17.030418,M040,ON,
2023-08-19_20:29:18.001719,P001,1641,
2023-08-19_20:29:21.079804,M040,OFF,
2023-08-19_20:29:22.012465,M040,ON,
2023-08-19_20:29:22.041891,M039,ON,
2023-08-19_20:29:23.025431,M040,OFF,
2023-08-19_20:29:38.069558,M039,OFF,
2023-08-19_20:29:39.080372,M039,ON,
2023-08-19_20:29:45.029347,T004,28,
2023-08-19_20:29:45.075133,M039,OFF,
2023-08-19_20:29:47.005521,M039,ON,
2023-08-19_20:29:58.060736,M040,ON,
2023-08-19_20:30:00.007485,M040,OFF,
2023-08-19_20:30:00.004183,M039,OFF,
2023-08-19_20:30:10.008539,M039,ON,
2023-08-19_20:30:17.030296,T004,27.5,
2023-08-19_20:30:18.055256,T001,27,
2023-08-19_20:30:18.088026,T005,26,
2023-08-19_20:30:20.021876,P001,1655,
2023-08-19_20:30:20.046166,M039,OFF,
2023-08-19_20:30:20.081916,M039,ON,
2023-08-19_20:30:26.026041,M039,OFF,
2023-08-19_20:30:28.033782,M039,ON,
2023-08-19_20:30:34.078206,M039,OFF,
2023-08-19_20:30:36.089987,M039,ON,
2023-08-19_20:30:39.009101,M039,OFF,
2023-08-19_20:30:39.056215,M039,ON,
2023-08-19_20:30:40.075532,M039,OFF,
2023-08-19_20:30:50.057781,T001,26.5,
2023-08-19_20:30:52.090465,M039,ON,
2023-08-19_20:30:54.057297,M039,OFF,
2023-08-19_20:30:55.058157,M039,ON,
2023-08-19_20:30:57.049594,M039,OFF,
2023-08-19_20:31:01.003568,M040,ON,
2023-08-19_20:31:04.088614,M039,ON,
2023-08-19_20:31:06.063299,T001,27,
2023-08-19_20:31:09.009589,M039,OFF,
2023-08-19_20:31:11.043429,M006,ON,
2023-08-19_20:31:13.008344,M006,OFF,
2023-08-19_20:31:14.002386,P001,1640,
2023-08-19_20:31:16.050131,M039,ON,
2023-08-19_20:31:19.060116,M039,OFF,
2023-08-19_20:31:21.008053,M040,OFF,
2023-08-19_20:31:22.011044,M039,ON,
2023-08-19_20:31:28.013154,M039,OFF,
2023-08-19_20:31:28.041751,M039,ON,
2023-08-19_20:31:32.025847,P001,4966,
2023-08-19_20:31:32.086982,M040,ON,
2023-08-19_20:31:35.087121,M039,OFF,
2023-08-19_20:31:37.034837,T004,28,
2023-08-19_20:31:37.076728,M040,OFF,
2023-08-19_20:31:46.027791,P001,6164,
2023-08-19_20:31:46.035276,P001,6150,
2023-08-19_20:31:54.061784,T001,26.5,
2023-08-19_20:31:58.027871,P001,6168,
2023-08-19_20:32:04.028029,P001,6158,
2023-08-19_20:32:09.003417,T004,27.5,
2023-08-19_20:32:25.017578,M040,ON,
2023-08-19_20:32:25.054818,T004,28,
2023-08-19_20:32:26.064865,T001,27,
2023-08-19_20:32:26.084864,M040,OFF,
2023-08-19_20:32:31.003511,M040,ON,
2023-08-19_20:32:33.004344,M040,OFF,
2023-08-19_20:32:38.003422,M040,ON,
2023-08-19_20:32:39.091555,M040,OFF,
2023-08-19_20:32:41.028485,T004,27.5,
2023-08-19_20:32:48.032019,P001,6140,
2023-08-19_20:32:54.003205,P001,6159,
2023-08-19_20:32:58.000577,T001,26.5,
2023-08-19_20:33:14.032929,P001,6175,
2023-08-19_20:33:20.032838,P001,6156,
2023-08-19_20:33:25.085408,M040,ON,
2023-08-19_20:33:27.073144,M040,OFF,
2023-08-19_20:33:29.079476,M040,ON,
2023-08-19_20:33:30.056992,T001,27,
2023-08-19_20:33:31.042649,M040,OFF,
2023-08-19_20:33:34.035181,P001,6170,
2023-08-19_20:33:34.042784,P001,6181,
2023-08-19_20:33:35.030162,M039,ON,
2023-08-19_20:33:37.021281,M039,OFF,
2023-08-19_20:33:38.077732,M039,ON,
2023-08-19_20:33:39.035538,M010,ON,
2023-08-19_20:33:39.094953,M039,OFF,
2023-08-19_20:33:40.020707,M006,ON,
2023-08-19_20:33:40.008784,M010,OFF,
2023-08-19_20:33:42.043945,M006,OFF,
2023-08-19_20:33:46.035878,P001,6157,
2023-08-19_20:34:07.084594,M040,ON,
2023-08-19_20:34:12.037205,P001,6142,
2023-08-19_20:34:15.033996,T001,26.5,
2023-08-19_20:34:15.069464,T005,25.5,
2023-08-19_20:34:16.080481,M039,ON,
2023-08-19_20:34:18.004471,M040,OFF,
2023-08-19_20:34:18.039236,P001,6162,
2023-08-19_20:34:19.002434,M039,OFF,
2023-08-19_20:34:31.060767,T001,27,
2023-08-19_20:34:31.009122,T005,26,
2023-08-19_20:34:44.038091,M010,ON,
2023-08-19_20:34:44.076256,M006,ON,
2023-08-19_20:34:45.055383,M040,ON,
2023-08-19_20:34:47.008636,M010,OFF,
2023-08-19_20:34:48.066696,M006,OFF,
2023-08-19_20:34:50.012652,M040,OFF,
2023-08-19_20:34:50.040133,P001,6185,
2023-08-19_20:34:54.057487,M006,ON,
2023-08-19_20:34:55.069597,M006,OFF,
2023-08-19_20:34:56.004315,M010,ON,
2023-08-19_20:34:56.090236,M006,ON,
2023-08-19_20:34:59.003102,M006,OFF,
2023-08-19_20:34:59.063356,M010,OFF,
2023-08-19_20:35:09.040878,P001,1026.2,
2023-08-19_20:35:09.048558,P001,6166,
2023-08-19_20:35:15.041015,P001,6072,
2023-08-19_20:35:18.036349,T004,28,
2023-08-19_20:35:21.040928,P001,6061,
2023-08-19_20:35:34.030114,T004,27.5,
2023-08-19_20:35:43.046895,M040,ON,
2023-08-19_20:35:46.088966,M040,OFF,
2023-08-19_20:35:47.044238,P001,6077,
2023-08-19_20:35:49.094632,M040,ON,
2023-08-19_20:35:52.031944,M039,ON,
2023-08-19_20:35:53.004501,P001,6064,
2023-08-19_20:35:55.037507,M040,OFF,
2023-08-19_20:35:56.008414,M040,ON,
2023-08-19_20:35:57.052362,M039,OFF,
2023-08-19_20:35:57.079103,M039,ON,
2023-08-19_20:35:59.047848,M039,OFF,
2023-08-19_20:35:59.077468,M039,ON,
2023-08-19_20:36:01.000137,M038,ON,
2023-08-19_20:36:02.098928,M039,OFF,
2023-08-19_20:36:03.028929,M040,OFF,
2023-08-19_20:36:03.055839,M039,ON,
2023-08-19_20:36:05.001892,M037,ON,
2023-08-19_20:36:05.070099,M039,OFF,
2023-08-19_20:36:06.086949,M029,ON,
2023-08-19_20:36:07.075001,M043,ON,
2023-08-19_20:36:08.006276,M037,OFF,
2023-08-19_20:36:08.021244,M044,ON,
2023-08-19_20:36:08.049697,M029,OFF,
2023-08-19_20:36:08.067053,M038,OFF,
2023-08-19_20:36:09.032106,M050,ON,
2023-08-19_20:36:09.006896,M045,ON,
2023-08-19_20:36:10.044863,M043,OFF,
2023-08-19_20:36:11.010129,M044,OFF,
2023-08-19_20:36:11.048047,P001,6076,
2023-08-19_20:36:11.066476,M050,OFF,
2023-08-19_20:36:16.036214,M046,ON,
2023-08-19_20:36:16.085404,M050,ON,
2023-08-19_20:36:17.049803,P001,6065,
2023-08-19_20:36:17.057432,M044,ON,
2023-08-19_20:36:17.096097,M043,ON,
2023-08-19_20:36:18.024259,M046,OFF,
2023-08-19_20:36:18.051442,M045,OFF,
2023-08-19_20:36:18.095936,M042,ON,
2023-08-19_20:36:19.051903,M029,ON,
2023-08-19_20:36:20.039775,M037,ON,
2023-08-19_20:36:20.075506,M043,OFF,
2023-08-19_20:36:20.009584,M042,OFF,
2023-08-19_20:36:21.015822,M050,OFF,
2023-08-19_20:36:21.033605,M044,OFF,
2023-08-19_20:36:22.030174,T004,28,
2023-08-19_20:36:22.007092,M038,ON,
2023-08-19_20:36:22.097774,M029,OFF,
2023-08-19_20:36:23.083278,M039,ON,
2023-08-19_20:36:25.003473,M037,OFF,
2023-08-19_20:36:25.064327,M040,ON,
2023-08-19_20:36:25.089104,M038,OFF,
2023-08-19_20:36:26.063451,M041,ON,
2023-08-19_20:36:28.071804,M039,OFF,
2023-08-19_20:36:32.029404,M040,OFF,
2023-08-19_20:36:32.078371,M040,ON,
2023-08-19_20:36:34.044181,M040,OFF,
2023-08-19_20:36:38.037758,T004,27.5,
2023-08-19_20:36:38.094353,M041,OFF,
